species,observed_on,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,Pres_1,Pres_2,Pres_3,Pres_4,Pres_5,Pres_6,Pres_7,Pres_8,Pres_9,Pres_10,Pres_11,Pres_12,Pres_13,Pres_14,RelHum_1,RelHum_2,RelHum_3,RelHum_4,RelHum_5,RelHum_6,RelHum_7,RelHum_8,RelHum_9,RelHum_10,RelHum_11,RelHum_12,RelHum_13,RelHum_14,SpecHum_1,SpecHum_2,SpecHum_3,SpecHum_4,SpecHum_5,SpecHum_6,SpecHum_7,SpecHum_8,SpecHum_9,SpecHum_10,SpecHum_11,SpecHum_12,SpecHum_13,SpecHum_14,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,Tmax_1,Tmax_2,Tmax_3,Tmax_4,Tmax_5,Tmax_6,Tmax_7,Tmax_8,Tmax_9,Tmax_10,Tmax_11,Tmax_12,Tmax_13,Tmax_14,Tmin_1,Tmin_2,Tmin_3,Tmin_4,Tmin_5,Tmin_6,Tmin_7,Tmin_8,Tmin_9,Tmin_10,Tmin_11,Tmin_12,Tmin_13,Tmin_14,latitude,longitude,geometry,cod_prov,name,cod_ccaa,cartodb_id,created_at,updated_at,longitude_3035,latitude_3035,LC,elevation
,2011-09-06 00:00:00,1.1875,0.1875,0.375,0.375,0.5625,1.0,1.4375,0.25,0.0625,0.375,0.4375,0.625,0.4375,0.0,95303.0,95153.0,95070.0,95006.0,95148.0,95234.0,95262.0,95324.0,95365.0,95328.0,95243.0,95210.0,95116.0,95168.0,73.1875,72.0,74.0,69.625,73.0625,74.625,76.75,73.3125,75.0,72.0625,75.4375,76.375,76.375,74.25,0.012939453,0.012573242,0.012634277,0.012451172,0.0126953125,0.0134887695,0.013793945,0.013122559,0.012878418,0.012512207,0.012939453,0.013305664,0.013427734,0.012573242,22.375,22.375,21.875,22.625,22.1875,22.5625,22.4375,22.5625,21.9375,22.25,21.875,22.1875,22.3125,21.8125,26.5625,27.9375,26.3125,26.875,27.0,26.6875,25.875,26.6875,26.4375,27.0625,25.8125,26.5,26.9375,27.0625,18.375,17.625,18.0625,18.75,18.3125,19.4375,19.75,17.9375,16.9375,18.375,17.9375,17.75,18.0,17.4375,38.13685662944974,-5.215687220910695,POINT (-5.215687220910695 38.13685662944974),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-5.215687220910695,38.13685662944974,23,682.0
,2017-04-07 00:00:00,6.0625,11.3125,0.875,1.625,1.1875,0.375,1.5,1.0625,0.4375,2.3125,3.375,4.0,1.8125,1.5,95908.0,95846.0,95964.0,96010.0,95922.0,95928.0,95996.0,96018.0,95919.0,95876.0,95943.0,95914.0,95828.0,95821.0,74.5,66.25,64.0,62.625,58.4375,59.0625,63.75,63.1875,66.125,72.75,74.125,70.5625,65.6875,64.5625,0.016723633,0.016174316,0.015930176,0.016296387,0.015258789,0.015625,0.016174316,0.01586914,0.016479492,0.017700195,0.01763916,0.017822266,0.017700195,0.017089844,26.1875,27.9375,28.0625,28.875,29.4375,29.4375,28.6875,28.375,28.0,27.375,27.0625,28.1875,29.25,29.125,31.0,34.6875,33.4375,34.1875,35.5625,35.1875,34.5,34.5,33.6875,32.4375,32.25,33.75,35.1875,35.125,22.9375,23.6875,24.4375,25.1875,25.375,25.4375,23.625,24.1875,23.6875,24.0625,23.5,25.1875,25.625,24.5625,38.60868745161628,-1.7899130800749958,POINT (-1.7899130800749958 38.60868745161628),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.7899130800749958,38.60868745161628,12,738.0
,2012-10-05 00:00:00,0.0,0.0625,0.0625,7.75,7.0,0.6875,0.5625,0.3125,1.9375,2.5625,0.0625,0.0,0.0625,0.125,101260.0,101307.0,101433.0,101477.0,101414.0,101367.0,101412.0,101480.0,101459.0,101306.0,101164.0,101194.0,101326.0,101377.0,67.6875,71.75,75.0625,84.5625,85.75,83.875,83.75,83.3125,85.625,87.0625,72.3125,69.4375,69.375,66.1875,0.015075684,0.015258789,0.015808105,0.017089844,0.017211914,0.01739502,0.01751709,0.017211914,0.01751709,0.01776123,0.015197754,0.014831543,0.014770508,0.014160156,27.125,26.375,26.1875,25.5,25.375,25.875,26.0625,25.875,25.6875,25.5625,26.125,26.4375,26.375,26.5,27.25,26.9375,26.4375,26.1875,25.8125,25.9375,26.25,26.125,25.8125,26.0,26.6875,26.8125,26.625,26.6875,26.875,25.75,25.8125,24.9375,25.0625,25.6875,25.75,25.4375,25.5,25.3125,25.8125,26.0,26.125,26.1875,43.2122032910101,-1.6526034837872885,POINT (-1.6526034837872885 43.2122032910101),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.6526034837872885,43.2122032910101,24,363.0
,2012-10-08 00:00:00,0.125,0.0,0.0,0.0625,0.1875,0.0625,0.0,1.0,0.5,0.1875,0.0,0.0,0.0,0.0625,94834.0,94892.0,94896.0,94845.0,94873.0,95030.0,95064.0,95025.0,94945.0,94990.0,95051.0,95038.0,94898.0,94725.0,59.375,58.875,61.625,58.375,55.625,58.6875,53.3125,63.0,59.6875,62.5625,55.3125,52.5,50.8125,54.6875,0.013793945,0.0134887695,0.013793945,0.012573242,0.0119018555,0.012329102,0.011657715,0.013916016,0.013549805,0.014099121,0.012145996,0.011108398,0.010559082,0.011779785,26.75,26.6875,26.0625,25.625,25.5625,25.125,25.9375,25.6875,26.3125,26.25,25.875,25.125,25.3125,25.625,32.4375,32.8125,31.0625,31.625,31.625,30.1875,31.625,30.5,32.0625,31.9375,32.9375,30.3125,32.3125,32.0625,22.1875,21.75,21.75,20.625,20.8125,20.0,20.9375,22.0625,22.1875,22.125,19.5625,20.3125,19.5625,19.75,38.485073494218,-2.051686763491574,POINT (-2.051686763491574 38.485073494218),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.051686763491574,38.485073494218,26,724.0
,2010-05-24 00:00:00,0.8125,14.1875,7.3125,4.25,2.8125,0.125,0.75,1.25,3.625,1.25,0.625,1.0,1.75,2.25,101240.0,101168.0,101151.0,101180.0,101223.0,101215.0,101161.0,101190.0,101226.0,101222.0,101253.0,101304.0,101280.0,101183.0,77.375,87.8125,86.9375,82.5625,81.125,74.125,73.0,77.8125,86.375,80.5,76.1875,80.8125,81.6875,84.625,0.018066406,0.018859863,0.018920898,0.018432617,0.018432617,0.017089844,0.016906738,0.0178833,0.018737793,0.018310547,0.017944336,0.018798828,0.018981934,0.019165039,27.875,26.4375,26.625,27.0625,27.375,27.6875,27.75,27.5625,26.625,27.5,28.0,27.8125,27.8125,27.3125,28.125,27.25,27.625,28.0625,27.8125,28.0,28.25,27.9375,27.25,27.875,28.1875,28.25,28.25,27.8125,27.4375,26.0,25.875,26.125,26.5625,27.3125,26.75,27.1875,26.25,26.5625,27.6875,27.375,27.375,26.75,41.79697899689586,-4.3165401893314765,POINT (-4.3165401893314765 41.79697899689586),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-4.3165401893314765,41.79697899689586,23,885.0
,2022-10-15 00:00:00,1.375,1.125,0.375,0.625,0.5625,0.625,2.6875,1.375,0.5625,1.375,0.8125,1.5,0.6875,0.4375,101216.0,101304.0,101391.0,101425.0,101492.0,101508.0,101445.0,101354.0,101314.0,101365.0,101397.0,101330.0,101308.0,101371.0,85.3125,80.1875,78.375,77.375,77.625,79.125,83.875,81.625,80.4375,85.25,83.8125,82.6875,74.0,73.625,0.016601562,0.015991211,0.015686035,0.01550293,0.015563965,0.015808105,0.016235352,0.016113281,0.016113281,0.016845703,0.016723633,0.016357422,0.014709473,0.014587402,24.8125,25.25,25.3125,25.375,25.375,25.3125,24.75,25.0625,25.375,25.125,25.25,25.125,25.25,25.1875,25.3125,25.5,25.5,25.5625,25.5,25.5625,25.25,25.5625,25.625,25.5625,25.625,25.5,25.5,25.375,24.0625,24.75,25.1875,25.1875,25.1875,25.0625,24.0625,24.5625,24.875,24.375,24.75,24.25,24.5625,24.9375,42.05387988839277,-1.2331861338142571,POINT (-1.2331861338142573 42.05387988839277),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.2331861338142571,42.05387988839277,14,287.0
,2011-04-27 00:00:00,2.9375,1.875,2.25,2.0,6.1875,3.5,2.5,2.625,5.1875,4.625,1.75,4.1875,2.25,1.9375,93186.0,93113.0,93083.0,93124.0,93089.0,93074.0,93125.0,93056.0,93088.0,93185.0,93236.0,93112.0,93002.0,93108.0,77.6875,78.875,77.5625,77.9375,84.25,79.875,80.875,81.625,79.375,75.9375,76.125,77.625,76.0,76.625,0.0154418945,0.015014648,0.015136719,0.015380859,0.015686035,0.016113281,0.015991211,0.01586914,0.015930176,0.015563965,0.015625,0.015258789,0.015075684,0.015319824,23.8125,23.0625,23.4375,23.625,22.5,23.875,23.625,23.3125,23.875,24.4375,24.4375,23.5625,23.75,24.0,28.75,27.3125,27.5625,27.0,25.75,27.875,27.8125,27.25,28.4375,29.6875,30.0625,27.625,27.5625,29.375,20.1875,20.25,20.4375,20.6875,20.375,21.4375,20.875,20.5625,21.125,21.125,20.75,20.375,20.75,20.75,37.85051372914563,-4.821965930106387,POINT (-4.821965930106387 37.85051372914563),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-4.821965930106387,37.85051372914563,13,89.0
,2020-07-01 00:00:00,0.75,4.25,5.0625,5.75,2.1875,5.4375,4.375,5.5,6.875,2.375,0.375,0.125,0.625,2.4375,101424.0,101327.0,101336.0,101321.0,101328.0,101255.0,101279.0,101379.0,101336.0,101262.0,101317.0,101431.0,101470.0,101488.0,79.125,86.875,90.125,90.0,83.25,83.875,82.5,83.0,86.625,85.75,79.3125,79.0,78.25,86.25,0.016662598,0.017578125,0.017822266,0.018005371,0.017456055,0.017456055,0.017150879,0.017150879,0.017700195,0.017944336,0.017211914,0.017028809,0.016601562,0.01727295,26.125,25.5,25.0625,25.25,26.0625,25.9375,25.9375,25.875,25.625,26.0,26.625,26.5625,26.3125,25.375,26.4375,25.8125,25.375,25.5625,26.4375,26.625,26.6875,26.5625,26.375,26.25,26.875,26.6875,26.4375,26.0,25.875,25.0625,24.875,25.0,25.5625,24.9375,25.0625,25.3125,25.25,25.6875,26.25,26.3125,26.125,24.9375,41.85100662728567,-2.5459375347500384,POINT (-2.5459375347500384 41.85100662728567),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.5459375347500384,41.85100662728567,28,1050.0
,2020-02-13 00:00:00,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,100098.0,100022.0,100031.0,100148.0,100310.0,100377.0,100326.0,100332.0,100244.0,100234.0,100287.0,100290.0,100237.0,100185.0,49.125,56.5,55.75,56.0,55.4375,52.9375,52.1875,54.3125,48.875,53.0,54.0625,54.25,53.625,54.125,0.015136719,0.016967773,0.016601562,0.016357422,0.015563965,0.014709473,0.014465332,0.015563965,0.013671875,0.014953613,0.015686035,0.01586914,0.016113281,0.015686035,32.8125,31.9375,31.75,31.5,31.0,30.8125,31.125,31.25,31.375,31.125,31.3125,31.5,31.6875,31.375,39.3125,38.3125,37.875,37.625,37.0,37.0625,38.125,37.5,38.3125,37.25,37.0625,37.3125,37.5,37.1875,26.6875,26.0,26.0,25.5,24.9375,25.1875,25.125,26.4375,25.0625,25.3125,25.6875,26.125,26.625,25.6875,41.18653549039848,0.6921799303514433,POINT (0.6921799303514433 41.186535490398484),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.6921799303514433,41.18653549039848,28,309.0
,2016-05-10 00:00:00,14.75,8.375,3.9375,13.0,16.1875,5.5,0.4375,0.0625,4.25,9.25,11.625,15.625,4.875,4.8125,101363.0,101275.0,101360.0,101230.0,101205.0,101138.0,101107.0,101160.0,101071.0,101064.0,101048.0,101011.0,101003.0,100968.0,88.9375,88.5,83.1875,85.0,86.875,82.375,72.75,73.375,84.375,84.375,82.25,87.125,84.375,85.9375,0.018920898,0.019104004,0.018981934,0.018737793,0.018981934,0.018798828,0.017700195,0.01776123,0.019165039,0.018859863,0.018493652,0.018859863,0.018859863,0.01953125,26.25,26.5,27.5,26.875,26.75,27.5,28.5625,28.5,27.375,27.125,27.1875,26.5625,27.0625,27.3125,26.6875,26.875,28.3125,27.875,27.625,28.0625,28.9375,28.8125,27.9375,28.1875,28.1875,26.9375,27.875,27.875,25.9375,26.125,26.8125,25.875,26.125,26.875,28.3125,28.125,26.5,26.25,26.0625,26.125,26.0625,26.8125,42.60676508737964,-0.7243311679597753,POINT (-0.7243311679597753 42.60676508737964),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-0.7243311679597753,42.60676508737964,25,761.0
,2018-12-31 00:00:00,0.75,0.375,0.0,0.0,0.0,0.25,0.1875,0.0,0.125,0.0,0.25,0.0,0.0,0.0,101286.0,101237.0,101148.0,101127.0,101219.0,101254.0,101162.0,101077.0,100990.0,100942.0,101040.0,101098.0,101154.0,101182.0,80.8125,81.0625,78.0625,82.125,81.5625,80.1875,80.4375,79.625,78.6875,78.3125,78.375,77.6875,75.1875,76.25,0.018676758,0.018432617,0.018005371,0.018127441,0.018005371,0.018005371,0.018066406,0.017944336,0.018005371,0.018188477,0.018554688,0.018432617,0.017578125,0.0178833,27.625,27.375,27.625,26.875,26.9375,27.1875,27.1875,27.3125,27.5,27.75,28.125,28.125,27.9375,27.9375,28.0625,27.625,28.3125,27.125,27.125,27.375,27.3125,27.4375,27.625,28.0625,28.3125,28.25,28.25,28.125,27.3125,27.125,26.8125,26.6875,26.6875,26.875,27.125,27.125,27.375,27.375,27.9375,27.8125,27.5625,27.6875,41.3325264243465,-3.352956477140026,POINT (-3.352956477140026 41.3325264243465),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-3.352956477140026,41.3325264243465,18,1066.0
,2021-10-20 00:00:00,0.3125,0.4375,1.1875,0.1875,0.0,0.0,0.9375,0.4375,1.125,0.0625,0.75,0.5,1.875,0.125,101545.0,101490.0,101299.0,101251.0,101227.0,101369.0,101412.0,101403.0,101418.0,101446.0,101444.0,101329.0,101242.0,101267.0,78.75,79.75,80.5,75.3125,76.375,78.4375,82.0,79.25,83.5625,77.8125,82.1875,79.75,82.0,78.9375,0.015991211,0.016418457,0.016601562,0.01550293,0.01574707,0.016174316,0.016784668,0.016052246,0.016113281,0.015686035,0.016479492,0.016418457,0.016479492,0.015991211,25.5625,25.75,25.75,25.8125,25.8125,25.8125,25.75,25.5,24.6875,25.5,25.375,25.8125,25.3125,25.5,25.875,26.0625,26.125,26.1875,26.0625,26.0625,26.25,25.875,25.0625,25.75,25.625,26.3125,25.625,26.0,25.25,25.4375,25.375,25.375,25.5,25.375,25.0,25.0,24.1875,25.125,24.8125,25.3125,25.125,24.875,43.24127364291377,-8.362876070572753,POINT (-8.362876070572753 43.24127364291377),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.362876070572753,43.24127364291377,23,154.0
,2015-04-24 00:00:00,9.75,6.0625,10.625,4.25,3.375,0.75,5.75,2.625,0.4375,2.125,1.75,0.625,0.1875,0.0,101206.0,101225.0,101247.0,101190.0,101151.0,101106.0,101216.0,101339.0,101223.0,101002.0,101004.0,101179.0,101251.0,101180.0,86.75,83.25,84.3125,82.875,85.4375,77.0625,84.625,83.0,76.75,82.4375,80.9375,76.3125,76.125,77.0625,0.01928711,0.018798828,0.018432617,0.019104004,0.019470215,0.018310547,0.018859863,0.019165039,0.018737793,0.019348145,0.018981934,0.018371582,0.018310547,0.018554688,27.0625,27.25,26.75,27.625,27.4375,28.125,27.0625,27.6875,28.6875,27.875,27.9375,28.4375,28.4375,28.375,27.875,28.0625,27.9375,28.5,28.25,28.375,28.25,28.4375,29.0625,28.4375,28.5,28.6875,28.6875,28.5625,26.3125,26.5,25.75,26.5625,27.0625,27.8125,26.0625,26.875,28.0625,27.0625,26.625,27.75,28.125,28.1875,41.940620995892175,-3.800130345993665,POINT (-3.800130345993665 41.940620995892175),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-3.800130345993665,41.940620995892175,12,920.0
,2018-06-18 00:00:00,3.0,0.6875,1.3125,2.125,1.3125,5.1875,25.6875,1.5,0.875,0.4375,0.875,0.4375,0.3125,0.0,101412.0,101506.0,101511.0,101477.0,101540.0,101584.0,101662.0,101645.0,101607.0,101582.0,101653.0,101660.0,101527.0,101295.0,81.5,81.6875,81.5625,83.75,81.1875,85.0,88.375,74.5625,75.9375,73.5,72.5,69.5,69.8125,72.375,0.016357422,0.016418457,0.016418457,0.016906738,0.016723633,0.017028809,0.01727295,0.0154418945,0.015380859,0.0146484375,0.014526367,0.013916016,0.014465332,0.015136719,25.3125,25.375,25.375,25.4375,25.8125,25.3125,24.9375,26.0,25.5,25.3125,25.375,25.4375,26.0,26.125,26.8125,26.9375,27.125,27.125,27.5625,26.4375,25.5,27.6875,27.3125,27.0,26.9375,27.125,27.5,27.9375,24.0,23.6875,23.875,23.9375,24.4375,24.0,24.4375,23.8125,23.6875,23.625,24.0625,24.5,24.875,24.1875,39.2470295060422,-5.352010422893329,POINT (-5.352010422893329 39.247029506042196),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-5.352010422893329,39.2470295060422,12,424.0
,2016-12-03 00:00:00,9.25,6.1875,0.25,0.125,0.6875,0.3125,0.25,0.0,0.0,2.25,2.25,8.0625,4.0625,0.8125,99548.0,99517.0,99537.0,99502.0,99472.0,99390.0,99352.0,99318.0,99330.0,99458.0,99473.0,99468.0,99352.0,99381.0,76.9375,66.5625,63.75,59.75,68.5,63.625,63.5625,61.4375,65.75,75.1875,75.1875,78.9375,72.6875,72.625,0.018798828,0.01751709,0.016479492,0.016052246,0.017944336,0.016906738,0.016540527,0.01574707,0.016296387,0.018310547,0.0178833,0.018249512,0.018127441,0.018188477,27.875,29.5,29.0625,30.0625,29.375,29.6875,29.375,29.3125,28.5625,28.0625,27.75,27.0625,28.5625,28.75,31.4375,34.1875,33.5625,34.6875,34.25,33.6875,34.25,35.0625,32.875,33.375,32.0625,29.375,33.1875,33.75,24.4375,25.6875,25.1875,25.5625,26.125,26.0,24.9375,24.9375,24.5,24.8125,25.0625,25.125,25.3125,25.0,40.125826138006886,0.1119620234847502,POINT (0.1119620234847503 40.125826138006886),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.1119620234847502,40.125826138006886,16,54.0
,2022-12-05 00:00:00,0.0,0.5625,0.125,0.25,0.5625,0.8125,0.5,0.8125,0.25,0.0625,0.3125,0.125,2.4375,2.75,100290.0,100200.0,100118.0,100170.0,100194.0,100138.0,100058.0,100031.0,100092.0,100244.0,100348.0,100391.0,100363.0,100249.0,61.8125,59.8125,56.125,62.375,65.0,66.625,65.3125,66.25,62.125,61.5625,64.6875,63.1875,69.625,65.9375,0.015686035,0.015319824,0.014770508,0.015625,0.016113281,0.016784668,0.016662598,0.016540527,0.01586914,0.015563965,0.016174316,0.015686035,0.016906738,0.016723633,29.0,29.0,29.75,28.75,28.5,29.0,29.1875,28.75,29.3125,29.25,29.0,29.0,28.25,29.0,34.5,34.375,34.75,33.625,33.125,34.0625,34.3125,33.375,34.3125,34.0625,34.0,33.625,33.5,34.3125,23.875,24.625,24.8125,24.125,23.9375,25.0625,25.0,25.3125,24.625,24.4375,24.5625,24.3125,25.0625,25.0625,41.17433080397092,0.2007073949481821,POINT (0.2007073949481821 41.17433080397092),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.2007073949481821,41.17433080397092,21,197.0
,2023-12-23 00:00:00,0.125,0.5625,0.3125,0.1875,0.4375,0.25,0.1875,2.6875,2.25,0.6875,0.3125,0.3125,3.5,2.875,101260.0,101278.0,101148.0,101054.0,101008.0,101004.0,101064.0,101097.0,101179.0,101094.0,101031.0,101114.0,101205.0,101149.0,77.0625,79.375,77.875,78.6875,79.625,76.625,76.0625,82.25,83.9375,79.125,76.0625,75.1875,79.125,79.75,0.018920898,0.01940918,0.01940918,0.01965332,0.01953125,0.018676758,0.018432617,0.019042969,0.01953125,0.018981934,0.018554688,0.018005371,0.018371582,0.018371582,28.75,28.625,29.0,28.9375,28.625,28.5625,28.5,27.6875,27.8125,28.3125,28.5625,28.3125,27.8125,27.625,29.0,28.8125,29.3125,29.25,28.9375,29.125,29.0,28.1875,28.1875,28.6875,28.9375,28.625,28.4375,27.9375,28.5,28.25,28.5,28.5625,28.125,28.125,28.25,26.75,27.3125,27.6875,28.125,27.875,27.25,26.875,42.005406654948985,-6.546843411477624,POINT (-6.546843411477624 42.005406654948985),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-6.546843411477624,42.005406654948985,29,930.0
,2014-10-15 00:00:00,0.0,0.0,2.3125,0.1875,1.0,0.3125,0.0,0.0,2.9375,1.5625,2.5,0.0,0.0,0.0,97097.0,97168.0,97251.0,97289.0,97289.0,97243.0,97187.0,97177.0,97343.0,97395.0,97327.0,97185.0,97131.0,97110.0,57.0,56.625,67.3125,61.25,58.5625,64.9375,60.6875,65.0,79.375,67.25,68.4375,53.25,55.3125,57.1875,0.013305664,0.012878418,0.0154418945,0.013793945,0.013549805,0.015380859,0.014282227,0.014770508,0.015808105,0.014770508,0.015625,0.012939453,0.013122559,0.013427734,27.5,27.0625,26.5625,26.375,27.0625,27.5625,27.5,26.8125,23.9375,25.9375,26.4375,28.1875,27.75,27.6875,35.0,33.375,30.9375,31.6875,32.6875,33.25,33.0625,32.875,26.3125,30.3125,31.0,34.8125,34.4375,34.5,21.5,22.125,22.9375,20.9375,22.25,21.5,23.1875,21.3125,21.8125,22.625,23.5625,23.3125,21.875,22.5,38.87464256369168,-1.9318556809627976,POINT (-1.9318556809627978 38.87464256369168),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.9318556809627976,38.87464256369168,13,694.0
,2012-09-18 00:00:00,2.6875,0.8125,1.75,1.5625,1.5,1.5,3.375,3.9375,2.125,0.375,1.25,2.0625,0.5,0.75,101218.0,101260.0,101249.0,101256.0,101210.0,101211.0,101200.0,101156.0,101172.0,101213.0,101238.0,101301.0,101265.0,101161.0,81.1875,75.375,78.8125,74.9375,74.5,76.1875,82.5,84.5625,82.3125,75.4375,76.625,76.5625,76.5,77.5,0.016052246,0.015625,0.015991211,0.015319824,0.015197754,0.015625,0.016418457,0.016418457,0.016113281,0.015075684,0.014892578,0.015075684,0.015319824,0.015625,25.0625,25.875,25.5,25.6875,25.625,25.75,25.1875,24.75,24.875,25.25,24.8125,25.0625,25.375,25.4375,25.8125,26.1875,26.0625,26.125,26.0,26.0,26.0625,25.3125,25.25,25.3125,25.375,25.25,25.5625,25.75,24.3125,25.3125,24.5,25.0,24.9375,25.25,23.75,23.9375,24.4375,25.0,24.0,24.8125,25.125,24.8125,40.1968739871711,-3.084194700695633,POINT (-3.084194700695633 40.1968739871711),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-3.084194700695633,40.1968739871711,26,674.0
,2015-04-22 00:00:00,5.0,1.875,2.25,1.6875,2.5,4.25,3.1875,4.0,1.0,2.875,1.5625,0.875,0.625,0.875,98617.0,98558.0,98492.0,98448.0,98552.0,98683.0,98542.0,98330.0,98346.0,98504.0,98557.0,98507.0,98418.0,98385.0,84.5625,81.0,79.0,77.25,81.5,85.375,81.5625,83.25,82.0625,81.625,79.75,82.6875,79.625,81.5,0.017578125,0.018127441,0.017822266,0.017456055,0.017822266,0.018310547,0.018737793,0.018676758,0.018249512,0.018371582,0.01776123,0.018127441,0.017822266,0.018066406,25.375,26.75,26.875,26.875,26.25,26.0,27.1875,26.625,26.5625,26.8125,26.625,26.3125,26.8125,26.5,28.3125,29.6875,30.375,30.75,28.6875,29.125,30.875,29.75,29.75,29.9375,29.9375,29.0,30.3125,28.9375,23.8125,24.3125,23.5,23.6875,23.5625,23.75,24.1875,24.0,24.0625,23.8125,24.0625,24.125,24.125,24.4375,39.289302439822,-4.127024738838315,POINT (-4.127024738838315 39.289302439821995),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-4.127024738838315,39.289302439822,29,860.0
,2011-08-01 00:00:00,0.1875,0.25,0.125,0.0,0.6875,0.0625,0.8125,0.125,0.0,0.125,1.875,0.0,0.0,0.125,101008.0,101040.0,100953.0,100832.0,100840.0,100912.0,100880.0,100801.0,100940.0,101132.0,101138.0,101049.0,101095.0,101124.0,61.5,64.9375,62.4375,63.375,64.75,65.6875,67.25,65.375,61.75,62.8125,65.25,63.5625,59.5,63.4375,0.013671875,0.013916016,0.0138549805,0.013549805,0.0138549805,0.014343262,0.014770508,0.014221191,0.013549805,0.01373291,0.014099121,0.013427734,0.0126953125,0.013427734,27.125,26.3125,27.1875,26.5625,26.5625,26.8125,26.8125,26.75,27.0625,26.75,26.5625,26.375,26.5,26.3125,31.9375,30.5625,32.6875,32.0625,32.0625,31.5625,31.5625,31.3125,32.125,31.3125,30.5,32.0625,31.5625,31.1875,23.75,23.8125,23.375,23.4375,23.3125,23.5,23.125,23.25,23.4375,23.4375,23.4375,22.8125,23.125,23.3125,41.976297628492745,0.0630437616565018,POINT (0.0630437616565018 41.976297628492745),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.0630437616565018,41.976297628492745,28,330.0
,2023-07-15 00:00:00,1.625,1.5625,0.625,1.0,0.6875,0.1875,1.1875,0.1875,0.3125,0.375,0.125,0.9375,2.4375,2.0,100830.0,100762.0,100725.0,100693.0,100613.0,100578.0,100683.0,100804.0,100845.0,100726.0,100693.0,100850.0,100970.0,100940.0,79.8125,73.5,69.375,71.0,70.4375,67.75,70.0,68.8125,66.3125,66.625,69.3125,71.625,78.1875,75.375,0.01574707,0.015380859,0.015014648,0.015319824,0.01574707,0.015197754,0.014892578,0.0146484375,0.014404297,0.014343262,0.014404297,0.0146484375,0.015075684,0.014953613,24.5625,25.8125,26.4375,26.3125,27.0,27.125,26.25,26.3125,26.625,26.375,25.875,25.375,24.3125,24.8125,27.0625,29.375,30.625,30.125,30.9375,31.75,30.125,30.8125,30.4375,30.4375,29.875,29.0,27.875,27.875,23.0,23.4375,23.3125,23.375,23.875,22.9375,22.8125,23.0625,23.125,23.1875,22.5,22.4375,22.25,22.5,40.61118099967996,-1.3857980447254192,POINT (-1.3857980447254192 40.61118099967996),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.3857980447254192,40.61118099967996,28,1101.0
,2014-10-19 00:00:00,5.8125,1.0,1.75,0.0,0.0,0.0,0.3125,0.0,0.0625,0.0,0.0,0.0625,0.5625,0.75,94932.0,94850.0,94840.0,94820.0,94889.0,94949.0,95017.0,95056.0,95041.0,95013.0,94988.0,94964.0,95103.0,95167.0,68.625,63.6875,56.125,48.6875,47.0,50.375,60.125,51.0,53.5625,54.0,55.4375,59.0,70.0,63.8125,0.01550293,0.015258789,0.01361084,0.011962891,0.011413574,0.01159668,0.013793945,0.011413574,0.012023926,0.012878418,0.013000488,0.013061523,0.014465332,0.013671875,25.75,27.1875,27.1875,27.875,27.75,27.0625,26.5,26.1875,26.625,27.625,27.125,26.1875,24.375,25.1875,29.9375,32.8125,32.4375,33.75,34.625,33.4375,32.1875,32.1875,32.8125,33.4375,32.875,32.5625,28.5,30.0625,22.9375,22.8125,22.25,22.25,22.0625,21.75,21.875,20.375,22.125,22.4375,22.0625,20.4375,21.125,21.625,38.68664183538706,-0.5444418711440449,POINT (-0.5444418711440449 38.686641835387064),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-0.5444418711440449,38.68664183538706,26,736.0
