,species,location,observed_on
1228,Boletus edulis,"(57.4631246646, 10.370973805)",2023-10-11 14:26:04+02:00
1229,Boletus edulis,"(50.5538216667, 8.6967366667)",2023-10-11 16:43:37+02:00
1230,Boletus edulis,"(51.1883666667, -0.3900966667)",2023-10-11 12:36:26+01:00
1231,Boletus edulis,"(51.1649055, -3.2624616667)",2023-10-09 14:27:46+01:00
1232,Boletus edulis,"(51.2000883333, -0.38943)",2023-10-11 09:22:15+01:00
1233,Boletus edulis,"(60.7339107523, 28.7227025074)",2020-08-18 14:15:00+03:00
1234,Boletus edulis,"(51.8769678263, 19.2848143424)",2023-10-10 12:00:00+02:00
1235,Boletus edulis,"(56.0680195, 44.720945)",2023-09-24 16:28:49+03:00
1236,Boletus edulis,"(56.646383426, -6.1164393154)",2023-10-11 12:04:03+01:00
1237,Boletus edulis,,2023-10-11 08:40:44+01:00
1238,Boletus edulis,"(44.9494638883, -124.01635)",2023-10-10 13:42:00-07:00
1239,Boletus edulis,"(49.4419316667, -123.7049433333)",2023-10-10 16:18:51-07:00
1240,Boletus edulis,"(40.7221790036, -124.0893183876)",2023-10-10 16:33:55-07:00
1241,Boletus edulis,"(45.3971666667, -121.7402883333)",2023-10-07 13:54:35-07:00
1242,Boletus edulis,"(53.241825, -132.1471111667)",2023-10-10 14:39:01-07:00
1243,Boletus edulis,"(57.830745, 41.4841333333)",2023-10-07 13:31:00+03:00
1244,Boletus edulis,"(53.242146, -132.14740238)",2023-10-10 13:48:55-07:00
1245,Boletus edulis,"(40.3553082362, -0.4427069788)",2023-09-26 08:32:04+02:00
1246,Boletus edulis,"(53.5911861111, 10.707175)",2023-10-10 15:47:21+02:00
1247,Boletus edulis,"(55.486957, 8.537322)",2023-10-09 18:14:00+02:00
1248,Boletus edulis,"(55.495786, 8.440248)",2023-10-07 16:35:16+02:00
1249,Boletus edulis,"(55.498789, 8.441416)",2023-10-07 15:29:05+02:00
1250,Boletus edulis,"(55.499337, 8.44058)",2023-10-07 15:25:37+02:00
1251,Boletus edulis,"(55.483187, 8.576004)",2023-10-04 16:26:20+02:00
1252,Boletus edulis,"(51.9463559141, 7.5837337659)",2023-10-10 18:05:00+02:00
1253,Boletus edulis,"(53.4303232762, -131.9454637912)",2023-09-26 13:42:39-07:00
1254,Boletus edulis,"(53.5069402789, -131.9508533471)",2023-10-01 15:59:33-07:00
1255,Boletus edulis,"(45.9306487778, 8.8774823889)",2023-10-10 13:10:12+02:00
1256,Boletus edulis,"(52.4260103309, -2.9474941797)",2023-10-10 15:50:56+01:00
1257,Boletus edulis,"(46.1777354444, 6.8473214811)",2023-10-02 15:45:00+02:00
1258,Boletus edulis,"(53.351455504, 12.087893713)",2023-10-08 14:52:00+02:00
1259,Boletus edulis,"(53.3523374412, 12.0841376772)",2023-10-08 14:43:00+02:00
1260,Boletus edulis,"(49.6212226857, -125.0392956287)",2023-10-10 09:03:24-07:00
1261,Boletus edulis,"(56.1682638889, 9.5756805556)",2023-10-10 14:55:27+02:00
1262,Boletus edulis,"(52.6799159722, 13.226216)",2023-10-08 13:31:10+02:00
1263,Boletus edulis,"(49.2901752722, 2.5964733194)",2023-10-10 13:04:39+02:00
1264,Boletus edulis,"(44.2932990443, 7.5024723395)",2023-10-01 15:39:00+02:00
1265,Boletus edulis,"(52.9394989014, 4.7345175743)",2023-10-10 15:45:12+02:00
1266,Boletus edulis,"(55.8300613342, 37.2695268346)",2023-10-05 13:40:00+03:00
1267,Boletus edulis,"(52.38615, -1.5720333333)",2023-10-06 14:52:29+01:00
1268,Boletus edulis,"(45.2356280254, -121.639869248)",2023-09-03 06:20:45-07:00
1269,Boletus edulis,"(49.0509413112, -125.6779175252)",2023-10-09 14:21:40-07:00
1270,Boletus edulis,"(38.5966324815, -119.8803271531)",2023-10-07 16:43:00-07:00
1271,Boletus edulis,"(44.567105, -123.284675)",2023-10-09 10:59:08-07:00
1272,Boletus edulis,"(45.4850850018, 6.2545986101)",2023-10-09 00:00:00
1273,Boletus edulis,"(51.9146050137, 5.7080650637)",2023-10-03 19:05:00+02:00
1274,Boletus edulis,"(47.1302699947, -124.1829353636)",2023-10-09 10:33:20-07:00
1275,Boletus edulis,"(50.6330241119, 18.790357078)",2023-10-01 14:56:00+02:00
1276,Boletus edulis,"(50.5788305556, 7.9909777778)",2023-10-07 13:28:00+02:00
1277,Boletus edulis,"(55.8973949808, -4.3120251596)",2023-10-09 15:36:42+01:00
1278,Boletus edulis,"(52.61626191, 10.12159658)",2023-10-09 16:41:41+02:00
1279,Boletus edulis,"(54.1032734248, 47.5347704677)",2023-10-07 11:37:00+04:00
1280,Boletus edulis,"(54.097189972, 47.5392122059)",2023-10-05 07:30:00+04:00
1281,Boletus edulis,"(60.4367866667, 22.2491966667)",2023-10-09 16:22:33+03:00
1282,Boletus edulis,"(45.0770247192, 7.3380578309)",2023-10-05 13:46:00+02:00
1283,Boletus edulis,"(45.074688, 7.3239872)",2023-10-07 13:42:37+02:00
1284,Boletus edulis,"(53.352734084, 12.0844461085)",2023-10-08 14:27:00+02:00
1285,Boletus edulis,"(43.2797679722, 20.781696)",2023-10-08 13:06:03+02:00
1286,Boletus edulis,"(51.1272279215, 12.7395061031)",2023-09-13 10:04:00+02:00
1287,Boletus edulis,"(47.4585569967, -121.5587792968)",2020-09-21 00:00:00
1288,Boletus edulis,"(60.8630133333, 23.4374333333)",2023-09-09 18:49:23+03:00
1289,Boletus edulis,"(46.850705, -124.1095111667)",2023-10-01 12:29:13-07:00
1290,Boletus edulis,"(47.658868404, -122.3952521069)",2023-10-08 17:42:46-07:00
1291,Boletus edulis,"(46.9018533333, -121.6410833333)",2023-10-08 12:24:29-07:00
1292,Boletus edulis,"(51.5453747256, 5.4895858729)",2023-10-07 15:54:00+02:00
1293,Boletus edulis,"(50.4221680914, -4.1783616319)",2023-10-07 14:44:18+01:00
1294,Boletus edulis,"(45.6727667484, 13.9780667424)",2023-10-07 13:01:10+02:00
1295,Boletus edulis,"(53.1507723969, -1.0963019117)",2023-10-06 11:34:58+01:00
1296,Boletus edulis,"(44.5672383333, -123.2844866667)",2023-10-08 11:07:02-07:00
1297,Boletus edulis,"(45.6959973423, -123.9277714706)",2023-10-08 11:22:42-07:00
1298,Boletus edulis,"(60.2420251107, 29.4248815466)",2023-10-06 19:07:00+03:00
1299,Boletus edulis,,2023-10-04 14:32:35+01:00
1300,Boletus edulis,"(55.1975016667, 22.5027083333)",2023-10-01 14:30:00+03:00
1301,Boletus edulis,"(51.1979166667, -0.3806966667)",2023-10-08 12:14:35+01:00
1302,Boletus edulis,"(45.0721462323, 5.8775715984)",2023-10-08 15:07:49+02:00
1303,Boletus edulis,"(40.8888587266, -8.2484984509)",2023-10-05 16:36:00+01:00
1304,Boletus edulis,"(40.89237275, -8.24574747)",2023-10-07 18:14:05+01:00
1305,Boletus edulis,"(54.8660025402, 39.948118602)",2021-09-18 14:35:00+03:00
1306,Boletus edulis,"(53.813408045, -0.6921564415)",2023-10-01 12:15:50+01:00
1307,Boletus edulis,"(49.6901479, 19.3991787)",2023-10-04 08:25:20+02:00
1308,Boletus edulis,"(55.1890808797, -4.2213916406)",2023-10-08 13:56:38+01:00
1309,Boletus edulis,"(53.1664506909, 8.6561868712)",2022-10-15 14:27:52+02:00
1310,Boletus edulis,"(46.5296906216, 6.6751049009)",2023-10-08 10:30:00+02:00
1311,Boletus edulis,"(57.2789277778, 43.0674388889)",2023-10-08 12:03:12+03:00
1312,Boletus edulis,"(45.8926259848, 11.3877505437)",2023-10-07 15:16:22+02:00
1313,Boletus edulis,"(50.0151150629, 8.5060082317)",2023-10-08 09:29:00+02:00
1314,Boletus edulis,"(49.0612471808, 13.1190937666)",2023-09-19 14:01:00+02:00
1315,Boletus edulis,"(57.5015181686, 39.8046436161)",2023-09-23 11:48:47+03:00
1316,Boletus edulis,"(55.1771883333, 8.846255)",2023-10-08 11:26:51+02:00
1317,Boletus edulis,"(52.1847064224, 6.4246360829)",2023-10-07 15:53:00+02:00
1318,Boletus edulis,"(45.3971302261, -121.995281937)",2023-10-07 09:51:09-07:00
1319,Boletus edulis,"(50.6629070997, 8.1078592312)",2023-10-07 09:10:36+02:00
1320,Boletus edulis,"(55.3163552031, -131.5725007837)",2023-10-07 20:10:15-08:00
1321,Boletus edulis,"(38.9105951176, -120.19603721)",2023-08-15 13:13:00-07:00
1322,Boletus edulis,"(38.8047024138, -120.0939592576)",2023-08-15 13:13:00-07:00
1323,Boletus edulis,"(46.8829853479, 6.5494780104)",2023-09-26 17:51:00+02:00
1324,Boletus edulis,"(45.7342716667, -123.9453716667)",2023-10-07 16:01:28-07:00
1325,Boletus edulis,"(49.64103, 7.0232638333)",2023-10-07 12:03:38+02:00
1326,Boletus edulis,"(52.2815783333, 1.6059783333)",2023-10-07 15:33:56+01:00
1327,Boletus edulis,"(53.2997383333, -1.6844633333)",2023-10-07 16:56:17+01:00
1328,Boletus edulis,"(46.1945838928, -123.9526443481)",2023-10-07 13:31:44-07:00
1329,Boletus edulis,"(44.0720209029, 3.5851266556)",2023-09-30 15:10:00+02:00
1330,Boletus edulis,"(51.9512413148, 5.7767934916)",2023-10-02 18:10:00+02:00
1331,Boletus edulis,"(55.3476111, 41.6213971)",2023-10-07 12:43:54+03:00
1332,Boletus edulis,"(55.3476111, 41.6213971)",2023-10-07 12:38:33+03:00
1333,Boletus edulis,"(41.7709899041, -124.2108629943)",2023-10-07 12:04:39-07:00
1334,Boletus edulis,"(51.808438963, -3.4511648118)",2023-10-07 17:39:15+01:00
1335,Boletus edulis,"(52.8054573751, -1.4659566432)",2023-10-07 17:50:26+01:00
1336,Boletus edulis,"(41.3191806116, -124.0716396715)",2023-10-06 14:07:55-07:00
1337,Boletus edulis,"(46.7466451249, 7.0697525306)",2023-09-22 11:49:00+02:00
1338,Boletus edulis,"(47.0057548648, -122.9219583969)",2023-10-05 20:30:43-07:00
1339,Boletus edulis,"(44.1110544124, 10.6687592715)",2023-10-03 14:24:45+02:00
1340,Boletus edulis,"(44.1108093532, 10.6694881618)",2023-10-03 15:53:56+02:00
1341,Boletus edulis,"(52.4526966667, 6.0078722167)",2023-10-07 14:08:21+02:00
1342,Boletus edulis,"(60.9451694444, 30.0513888889)",2023-09-30 13:23:29+03:00
1343,Boletus edulis,"(44.3100805701, 7.6392742977)",2023-09-21 10:39:08+02:00
1344,Boletus edulis,"(50.9566084509, 14.25269838)",2023-09-10 17:47:00+02:00
1345,Boletus edulis,"(44.61635429, 3.56714178)",2023-10-07 13:06:30+02:00
1346,Boletus edulis,"(47.4058333333, 9.3987616667)",2023-10-07 11:12:14+02:00
1347,Boletus edulis,"(50.1178321838, 16.9160957336)",2023-10-07 12:46:00+02:00
1348,Boletus edulis,"(57.3147545835, 43.0872718245)",2023-10-07 12:10:12+03:00
1349,Boletus edulis,"(44.61552453, 3.56396855)",2023-10-07 12:33:51+02:00
1350,Boletus edulis,"(55.9044129722, 11.942135)",2023-10-07 11:10:24+02:00
1351,Boletus edulis,"(49.790734674, 19.3034583779)",2020-09-19 14:52:00+02:00
1352,Boletus edulis,"(49.0559528333, -125.7223966667)",2023-10-03 11:41:24-07:00
1353,Boletus edulis,"(43.325665, 20.760251)",2023-10-06 14:53:34+02:00
1354,Boletus edulis,"(55.1763547423, 36.0210413743)",2006-08-17 14:04:00+04:00
1355,Boletus edulis,"(52.0664110623, -4.1304443032)",2023-09-23 00:00:00
1356,Boletus edulis,"(45.1, 5.85983)",2023-10-06 10:14:00+02:00
1357,Boletus edulis,"(51.1153207967, 12.7562832463)",2023-09-28 18:39:00+02:00
1358,Boletus edulis,"(43.334197791, -2.6086229458)",2023-10-06 14:07:00+02:00
1359,Boletus edulis,"(45.383745, -121.783425)",2023-10-05 15:24:04-07:00
1360,Boletus edulis,"(41.9469402263, -2.935497053)",2023-10-06 16:18:00+02:00
1361,Boletus edulis,"(56.7999083333, -5.0695777778)",2023-10-06 12:24:29+01:00
1362,Boletus edulis,"(46.725945, 14.0067583333)",2023-10-06 11:46:31+02:00
1363,Boletus edulis,"(52.1788410237, 9.3752779718)",2023-10-06 13:04:26+02:00
1364,Boletus edulis,"(53.0184277863, 5.9146527851)",2023-10-06 12:41:33+02:00
1365,Boletus edulis,"(44.5033309155, -123.3254605064)",2023-10-04 15:18:54-07:00
1366,Boletus edulis,"(40.8257714694, -3.8819556334)",2023-10-05 17:59:37+02:00
1367,Boletus edulis,"(49.0509413112, -125.6779175252)",2023-10-05 12:19:14-07:00
1368,Boletus edulis,"(49.0509413112, -125.6779175252)",2023-10-05 12:57:03-07:00
1369,Boletus edulis,"(49.0509413112, -125.6779175252)",2023-10-05 12:14:48-07:00
1370,Boletus edulis,"(52.454621897, -3.0030998159)",2023-10-05 18:10:19+01:00
1371,Boletus edulis,"(52.5780434604, -2.9693965127)",2023-10-05 17:32:29+01:00
1372,Boletus edulis,"(39.8415751077, 21.0664868008)",2023-10-04 12:35:53+03:00
1373,Boletus edulis,"(45.112258932, 10.0816451758)",2023-10-05 19:27:58+02:00
1374,Boletus edulis,"(42.6208091063, 1.3436764252)",2023-10-05 10:21:38+02:00
1375,Boletus edulis,"(53.9490835219, 27.5716443783)",2023-10-05 22:01:00+03:00
1376,Boletus edulis,"(53.5175033333, -1.336475)",2023-10-05 18:45:00+01:00
1377,Boletus edulis,"(49.91845, 5.1265778333)",2023-10-05 12:43:07+02:00
1378,Boletus edulis,"(51.6927972222, 0.3560277778)",2023-10-05 12:24:14+01:00
1379,Boletus edulis,"(53.6273916667, 10.0670221667)",2023-10-05 13:34:16+02:00
1380,Boletus edulis,"(45.66573172, 8.0611374)",2023-10-05 09:35:48+02:00
1381,Boletus edulis,"(53.4131059131, 12.8262165561)",2023-10-03 10:37:11+02:00
1382,Boletus edulis,"(45.20193, -117.273095)",2023-09-11 12:10:47-07:00
1383,Boletus edulis,"(44.9553683071, -124.0109299868)",2023-10-04 13:36:55-07:00
1384,Boletus edulis,,2023-09-27 09:27:42+02:00
1385,Boletus edulis,"(54.2292168163, 28.1300332448)",2023-09-29 11:52:00+03:00
1386,Boletus edulis,"(51.20017, -0.3890366667)",2023-10-04 09:45:17+01:00
1387,Boletus edulis,,2023-10-04 14:32:35+01:00
1388,Boletus edulis,"(53.0351826028, 13.9635545139)",2023-10-04 09:54:42+02:00
1389,Boletus edulis,"(56.0209558768, 9.6901681601)",2023-10-04 13:05:33+02:00
1390,Boletus edulis,"(53.9134910964, 26.2196245463)",2023-09-28 12:49:00+03:00
1391,Boletus edulis,"(40.868305, -8.23423)",2023-10-02 18:27:49+01:00
1392,Boletus edulis,"(51.1702567931, -3.2649265147)",2023-10-04 08:31:59+01:00
1393,Boletus edulis,"(44.8846503132, 7.2394407825)",2023-10-02 19:38:02+02:00
1394,Boletus edulis,"(52.366528, -1.414463)",2023-10-03 17:04:29+01:00
1395,Boletus edulis,"(45.6961966667, -123.9277116667)",2023-09-29 17:02:37-07:00
1396,Boletus edulis,"(45.6944166667, -123.9301616667)",2023-09-29 16:41:57-07:00
1397,Boletus edulis,"(45.3475276438, 7.2911974575)",2023-10-01 11:47:52+02:00
1398,Boletus edulis,"(45.3107337427, 7.2290547289)",2023-10-01 09:03:05+02:00
1399,Boletus edulis,"(45.3353027482, 7.2086105672)",2023-10-01 08:18:12+02:00
1400,Boletus edulis,"(53.3003214544, 12.2269401446)",2023-09-30 13:44:06+02:00
1401,Boletus edulis,"(52.52896, 14.0811666667)",2023-09-26 14:43:06+02:00
1402,Boletus edulis,"(49.2389054178, -123.1020698325)",2023-10-03 17:27:09-07:00
1403,Boletus edulis,"(40.4988895173, -111.1280741837)",2023-09-10 16:05:18-06:00
1404,Boletus edulis,"(55.7613805556, 42.0333361111)",2023-07-21 15:56:00+03:00
1405,Boletus edulis,"(52.5716077404, -2.934415395)",2023-09-30 12:48:49+01:00
1406,Boletus edulis,"(51.3976012113, 14.1238759976)",2020-10-18 12:17:00+02:00
1407,Boletus edulis,"(51.37485, -1.34937)",2023-10-03 13:21:21+01:00
1408,Boletus edulis,,2023-10-01 18:28:18+02:00
1409,Boletus edulis,"(52.7179, 13.3478516667)",2023-10-03 17:02:21+02:00
1410,Boletus edulis,"(45.0338516111, 7.2399940278)",2023-10-03 10:24:26+02:00
1411,Boletus edulis,"(47.1157096433, 15.6272665411)",2023-08-19 10:43:51+02:00
1412,Boletus edulis,"(51.4961472222, 10.1441)",2023-10-03 11:55:00+02:00
1413,Boletus edulis,"(56.8451881408, 60.4988899231)",2023-09-16 13:52:00+05:00
1414,Boletus edulis,"(47.9785055966, 10.0696687773)",2023-10-03 12:37:23+02:00
1415,Boletus edulis,"(52.03123929, 5.85450115)",2023-10-03 12:42:21+02:00
1416,Boletus edulis,"(46.7809791688, 9.2267669622)",2023-09-24 08:53:00+02:00
1417,Boletus edulis,"(46.7227876832, 9.3976584955)",2023-09-24 08:14:00+02:00
1418,Boletus edulis,"(46.6189239701, 9.2501590901)",2023-09-24 08:51:00+02:00
1419,Boletus edulis,"(46.7795348652, 9.3302794078)",2023-09-24 07:54:00+02:00
1420,Boletus edulis,"(52.7875668912, 13.1255764412)",2023-10-03 09:41:37+02:00
1421,Boletus edulis,,2023-10-03 10:51:00+01:00
1422,Boletus edulis,"(48.8889978211, 13.5394820409)",2023-09-14 12:12:00+02:00
1423,Boletus edulis,,2023-10-03 10:33:10+01:00
1424,Boletus edulis,"(48.824382986, -125.0214669853)",2023-09-30 18:02:18-07:00
1425,Boletus edulis,"(55.687541, -132.523018)",2023-10-02 16:47:28-08:00
1426,Boletus edulis,"(53.3997766667, 12.898765)",2023-09-30 14:37:49+02:00
1427,Boletus edulis,"(45.9092651272, 8.9381664991)",2023-10-02 21:22:00+02:00
1428,Boletus edulis,"(51.2644444444, 6.1719444444)",2023-10-01 12:02:00+02:00
1429,Boletus edulis,"(54.5210659722, 17.7913469722)",2023-10-01 11:29:00+02:00
1430,Boletus edulis,"(46.1860057482, 8.4264935241)",2023-09-29 18:29:00+02:00
1431,Boletus edulis,"(46.0345532449, 8.4395152357)",2023-09-29 18:38:00+02:00
1432,Boletus edulis,"(52.3473215391, -8.0257892981)",2023-10-02 16:15:17+01:00
1433,Boletus edulis,"(46.270773, 11.770995)",2023-10-01 13:09:54+02:00
1434,Boletus edulis,"(40.8903883333, -73.8741083333)",2023-10-01 11:30:07-04:00
1435,Boletus edulis,"(52.3810691833, 8.4532461166)",2023-10-02 15:57:21+02:00
1436,Boletus edulis,"(43.2380118361, -8.3829448745)",2023-09-29 16:30:00+02:00
1437,Boletus edulis,"(50.5177992303, 10.8453580923)",2023-10-02 11:04:27+02:00
1438,Boletus edulis,"(50.6485333853, 15.4488630965)",2023-09-30 09:51:02+02:00
1439,Boletus edulis,"(45.7974848708, 8.2455433533)",2023-10-01 08:53:16+02:00
1440,Boletus edulis,"(45.2373045515, -121.7237824904)",2023-10-01 12:00:00-07:00
1441,Boletus edulis,"(45.2827229937, -121.652026551)",2023-10-01 12:00:00-07:00
1442,Boletus edulis,"(46.2605533333, 9.6712833333)",2023-10-01 14:53:12+02:00
1443,Boletus edulis,"(58.294, -134.6594866667)",2023-10-01 13:47:06-08:00
1444,Boletus edulis,"(46.5471714017, -121.567463224)",2023-10-01 11:54:58-07:00
1445,Boletus edulis,"(47.4175616667, -121.6648633333)",2023-10-01 13:57:51-07:00
1446,Boletus edulis,"(44.0162192319, -121.7441995069)",2023-10-01 10:55:35-07:00
1447,Boletus edulis,"(53.0407028333, 6.0536555)",2023-10-01 16:37:26+02:00
1448,Boletus edulis,"(49.8839799936, 6.3803017413)",2023-09-30 15:23:00+02:00
1449,Boletus edulis,"(49.2822918997, -122.8662599021)",2023-10-01 11:41:34-07:00
1450,Boletus edulis,"(50.5971093196, -3.5488385684)",2023-10-01 16:00:00+01:00
1451,Boletus edulis,"(50.937229875, 8.8470185833)",2023-10-01 14:17:58+02:00
1452,Boletus edulis,"(52.0943627256, 5.3702483029)",2023-10-01 11:34:52+02:00
1453,Boletus edulis,"(54.1937031993, 22.9724379679)",2023-09-08 17:20:21+02:00
1454,Boletus edulis,"(45.7628759955, 7.37566048)",2023-10-01 15:16:11+02:00
1455,Boletus edulis,"(51.43782, -1.3359916667)",2023-10-01 14:08:54+01:00
1456,Boletus edulis,"(51.4385333333, -1.33602)",2023-10-01 14:26:47+01:00
1457,Boletus edulis,"(55.5932887952, -5.1532846291)",2023-10-01 16:01:53+01:00
1458,Boletus edulis,"(42.4132388889, 2.3815805556)",2023-10-01 10:16:12+02:00
1459,Boletus edulis,"(52.32356914, 5.7376631722)",2023-10-01 16:57:08+02:00
1460,Boletus edulis,"(54.5452661963, 24.0248467591)",2023-09-21 13:49:00+03:00
1461,Boletus edulis,"(43.2840004539, -73.7022641081)",2023-09-30 13:57:35-04:00
1462,Boletus edulis,"(56.5151401, 8.8460671)",2023-10-01 16:15:10+02:00
1463,Boletus edulis,"(52.9503823, 6.7440985)",2023-10-01 16:17:32+02:00
1464,Boletus edulis,"(54.8727874756, -4.0492386818)",2023-10-01 14:20:52+01:00
1465,Boletus edulis,"(48.8899035905, 13.5364482635)",2023-09-14 11:45:00+02:00
1466,Boletus edulis,"(46.5383792831, 6.7321079224)",2023-10-01 12:49:56+02:00
1467,Boletus edulis,"(58.0370483333, 56.2530288611)",2023-10-01 16:05:24+05:00
1468,Boletus edulis,"(51.5500998331, 6.0065544877)",2023-10-01 12:05:39+02:00
1469,Boletus edulis,"(45.2781706576, -121.4530965363)",2023-09-30 15:10:46-07:00
1470,Boletus edulis,"(40.7743431, -124.1272660997)",2023-09-30 14:05:14-07:00
1471,Boletus edulis,"(52.457516688, -2.922046927)",2023-09-30 12:37:15+01:00
1472,Boletus edulis,"(52.5346704233, -2.8665798611)",2023-09-30 12:42:37+01:00
1473,Boletus edulis,"(52.5776533287, -2.9974218298)",2023-09-30 12:40:09+01:00
1474,Boletus edulis,"(44.068153, 3.591533)",2023-09-30 00:00:00+02:00
1475,Boletus edulis,"(44.068153, 3.591533)",2023-09-30 00:00:00+02:00
1476,Boletus edulis,"(58.5844996918, 31.7202778906)",2023-09-30 17:29:20+03:00
1477,Boletus edulis,"(48.9084083333, 14.952845)",2023-09-30 16:29:25+02:00
1478,Boletus edulis,"(53.7083505888, -2.1447118001)",2023-09-30 14:16:17+01:00
1479,Boletus edulis,"(52.1977616667, 5.2263416667)",2023-09-30 14:04:53+02:00
1480,Boletus edulis,"(60.8704668213, 23.2998430163)",2023-08-25 15:21:04+03:00
1481,Boletus edulis,"(52.1314805556, 4.4047333333)",2023-09-30 13:09:00+02:00
1482,Boletus edulis,"(52.1360722222, 4.4067861111)",2023-09-30 12:31:00+02:00
1483,Boletus edulis,"(52.5768462407, 25.8798987825)",2023-09-30 08:58:58+03:00
1484,Boletus edulis,"(46.4656388889, 11.3733694444)",2023-09-30 14:36:17+02:00
1485,Boletus edulis,"(45.965806447, 7.9653000977)",2023-09-30 16:48:06+02:00
1486,Boletus edulis,"(51.37485, -1.3491383333)",2023-09-30 15:31:22+01:00
1487,Boletus edulis,"(57.2505576, -4.4377759)",2023-09-23 10:53:51+01:00
1488,Boletus edulis,"(52.773793397, 13.2764635135)",2023-09-30 13:23:07+02:00
1489,Boletus edulis,"(53.44207, -2.889005)",2023-09-30 13:39:27+01:00
1490,Boletus edulis,"(44.7300276544, 3.3464229493)",2023-09-30 11:30:39+02:00
1491,Boletus edulis,"(53.3051171, 46.2660003)",2023-09-30 07:12:12+03:00
1492,Boletus edulis,"(58.5250918639, 31.6707501972)",2023-09-30 09:29:24+03:00
1493,Boletus edulis,"(41.344375, -79.21592)",2023-09-29 12:55:12-04:00
1494,Boletus edulis,"(41.2710805267, -79.0210579043)",2023-09-29 14:29:52-04:00
1495,Boletus edulis,"(41.34394072, -79.21630607)",2023-09-29 12:55:33-04:00
1496,Boletus edulis,"(46.0548950356, -123.7199735631)",2023-09-29 09:12:00-07:00
1497,Boletus edulis,"(41.4693797143, -124.1233008273)",2023-09-29 10:42:02-07:00
1498,Boletus edulis,"(52.5470379159, 25.8556660449)",2023-09-29 17:14:59+03:00
1499,Boletus edulis,"(42.9726643, 1.6081612)",2023-09-29 18:47:51+02:00
1500,Boletus edulis,"(45.3447477211, -121.7769810952)",2023-09-28 00:00:00
1501,Boletus edulis,"(46.8805840278, -123.9511909722)",2023-09-28 16:45:35-07:00
1502,Boletus edulis,"(46.8319953337, 9.2739751545)",2023-09-15 17:57:16+02:00
1503,Boletus edulis,"(52.3606240435, -2.540501839)",2023-09-28 17:14:57+01:00
1504,Boletus edulis,"(57.6229362222, 43.5848045278)",2023-09-28 09:34:30+03:00
1505,Boletus edulis,"(52.2450590955, -2.5110333415)",2023-09-28 17:20:11+01:00
1506,Boletus edulis,"(50.8295115, -4.2777886)",2023-09-28 13:38:25+01:00
1507,Boletus edulis,"(47.457155, -121.6134633333)",2023-09-23 12:56:28-07:00
1508,Boletus edulis,"(46.595875, 7.9729416667)",2023-09-28 13:13:40+02:00
1509,Boletus edulis,"(48.8222583333, -125.1504055)",2023-09-27 10:06:54-07:00
1510,Boletus edulis,"(43.9457373872, 19.3087777868)",2023-09-28 16:37:55+02:00
1511,Boletus edulis,"(52.3929591956, 13.6141000316)",2023-09-28 16:28:27+02:00
1512,Boletus edulis,"(46.5958533333, 7.973045)",2023-09-28 13:11:58+02:00
1513,Boletus edulis,"(43.2703603288, 143.9179290865)",2023-09-16 09:34:00+09:00
1514,Boletus edulis,"(40.7713985503, -8.1306187666)",2023-09-28 12:50:00+01:00
1515,Boletus edulis,"(47.9841898997, 11.5586622)",2023-09-28 11:21:02+02:00
1516,Boletus edulis,"(45.8713216713, 8.8239557502)",2023-09-27 02:18:00+02:00
1517,Boletus edulis,"(40.7710628445, -4.0685641482)",2023-09-27 14:27:14+02:00
1518,Boletus edulis,"(48.8295866667, -125.1420666667)",2023-09-27 10:38:17-07:00
1519,Boletus edulis,"(50.4742648, 11.4521544)",2023-09-15 11:39:00+02:00
1520,Boletus edulis,"(52.1207058647, 16.8143999566)",2009-06-17 18:45:00+02:00
1521,Boletus edulis,"(47.884725, -124.5986716667)",2023-09-26 17:41:45-07:00
1522,Boletus edulis,"(45.3375615, -84.91902328)",2023-09-27 10:42:46-04:00
1523,Boletus edulis,"(52.3428022681, 5.0574944695)",2023-09-26 11:06:24+02:00
1524,Boletus edulis,"(52.3026730179, 5.1261338091)",2023-09-26 11:28:09+02:00
1525,Boletus edulis,"(46.3339569937, 7.0837116614)",2023-09-27 13:51:35+02:00
1526,Boletus edulis,"(43.0144443518, -7.6652672658)",2023-09-27 09:38:15+02:00
1527,Boletus edulis,"(51.3830450328, 12.6499900594)",2017-10-10 13:17:11+02:00
1528,Boletus edulis,"(48.6168154983, 14.1447784379)",2023-09-26 15:02:11+02:00
1529,Boletus edulis,"(56.822786, -134.2042395997)",2023-08-31 15:26:08-08:00
1530,Boletus edulis,"(46.2748376331, -63.1780522254)",2023-09-26 14:13:00-03:00
1531,Boletus edulis,"(43.5548959167, 20.7864874722)",2023-09-23 12:04:00+02:00
1532,Boletus edulis,"(43.5548891667, 20.7865059444)",2023-09-23 12:02:00+02:00
1533,Boletus edulis,"(43.5549030556, 20.7865128889)",2023-09-23 12:01:00+02:00
1534,Boletus edulis,"(43.5549205833, 20.7865088889)",2023-09-23 11:59:00+02:00
1535,Boletus edulis,"(43.5546275556, 20.7859903889)",2023-09-23 11:47:00+02:00
1536,Boletus edulis,"(44.2742216667, -73.4223383333)",2023-09-26 16:00:01-04:00
1537,Boletus edulis,"(47.7971475389, -90.3734769964)",2023-09-26 11:59:00-05:00
1538,Boletus edulis,"(51.3389044027, 14.1377876942)",2021-10-26 16:58:00+02:00
